source,listing_id,title,price,currency,year,fuel_type,transmission,creator,sector,mileage,brand,model,door_count,origin,first_owner,fiscal_power,condition,equipment,seller_city,image_folder,url,publication_date
avito,77644260,Hyundai i20 Diesel Manuelle 2021 à Rabat,148000,DH,2021,Diesel,Manuelle,AutoHammou,Rabat,55000,Hyundai,i20,5,WW au Maroc,Oui,6 CV,Très bon,"Je vends une Hyundai i20 Diesel Manuelle de 2021 en très bon état, première main et origine WW Maroc.
- Kilométrage : 55 000 km
- Puissance fiscale : 6 CV
- Boîte de vitesses : Manuelle
- Carburant : Diesel
- Nombre de portes : 5
- Jantes aluminium
- Airbags
- Climatisation
- Sièges cuir
- Radar de recul
- Vitres électriques
- ABS, ESP
- Système CD MP3 Bluetooth
- Ordinateur de bord
- Verrouillage centralisé à distance
Contactez-moi pour plus d'informations.",Rabat,,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Hyundai_i20_Diesel_Manuelle_2021_à_Rabat_58150185.htm,2026-08-13 13:50:01
avito,77923443,OPEL MOKKA X,163000,DH,2017,Diesel,Automatique,Jamal,Agadir,162000,Opel,Omega,5,WW au Maroc,Non,6 CV,Excellent,"Je propose à la vente cette Opel Mokka X en excellent état.
- Année modèle : 2017
- Carburant : Diesel
- Boîte de vitesses : Automatique
- Puissance fiscale : 6 CV
- Origine : WW au Maroc
- Jantes aluminium
- Climatisation
- Système de navigation GPS
- Sièges cuir
- Radar et caméra de recul
- Vitres électriques
- ABS
- Régulateur et limiteur de vitesse
- Lecteur CD MP3 Bluetooth
- Ordinateur de bord
- Verrouillage centralisé à distance
- 5 portes
Contactez-moi pour plus d'informations.",Agadir,,https://www.avito.ma/fr/el_houda/voitures_d_occasion/OPEL_MOKKA_X_58412662.htm,2026-08-13 13:51:56
avito,76764278,Mercedes Classe C Diesel 2022 à Rabat,,DH,2022,Diesel,Automatique,AutoHammou,Rabat,70000,Mercedes-Benz,Classe C,5,Importée neuve,Non,8 CV,Excellent,"Je propose à la vente une Mercedes-Benz Classe C 2022 en excellent état.
- Kilométrage : 70000 Km
- Puissance fiscale : 8 CV
- Carburant : Diesel
- Boîte de vitesses : Automatique
- Origine : Importée neuve
- Nombre de portes : 5
- Jantes aluminium, Airbags, Climatisation, Système de navigation/GPS, Toit ouvrant, Sièges cuir, Régulateur de vitesse, ESP, Vitres électriques, ABS, Caméra de recul, Radar de recul, Limiteur de vitesse, CD/MP3/Bluetooth, Ordinateur de bord, Verrouillage centralisé à distance
Contactez-moi pour plus d'informations.",Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_Classe_C_Diesel_2022_à_Rabat_57332604.htm,2026-08-13 13:49:54
avito,77417598,Audi A4 35TDI premium,270000,DH,2022,Diesel,Automatique,Occaz-Pro,Casablanca,138000,Audi,A4,5,WW au Maroc,Oui,8 CV,Excellent,Audi A4 35 TDI diesel 8 cv mod 2022 première main toutes options peinture originale état irréprochable,Casablanca,,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Audi_A4_35TDI_premium_57938388.htm,2026-08-13 13:51:46
avito,77440843,Volkswagen Touareg diesel V6,,DH,2019,Diesel,Automatique,Taysir  luxe auto,Marrakech,170000,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Excellent,"Très bon état, toutes options...",Marrakech,,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Volkswagen_Touareg_diesel_V6_57960071.htm,2026-08-13 13:51:46
avito,72948891,PORSCHE Cayenne Hybride IMPORTÉ NEUF 2021,890000,DH,2021,Hybride,Automatique,Autoparis,Casablanca,70000,Porsche,Cayenne,5,Importée neuve,Oui,17 CV,Excellent,"PORSCHE Cayenne Coupé Essence Electrique Hybride rechargeable
 IMPORTÉ NEUF
 première main1
 full options avec 
en très bon état
Mise en circulation 08/2021
reprise possible

",Casablanca,,https://www.avito.ma/fr/hay_hassani/voitures_d_occasion/PORSCHE_Cayenne_Hybride_IMPORTÉ_NEUF_2021_54288590.htm,2026-08-13 13:49:46
avito,77954938,Peugeot 3008 Diesel Automatique,228000,DH,2023,Diesel,Automatique,Golden Auto,Guercif,101000,Peugeot,3008,5,WW au Maroc,Non,8 CV,Excellent,"Je mets en vente ma voiture Peugeot 3008 modèle 12/2022.
Moteur 2 Litres HDI, boîte automatique 8 rapports avec palettes au volant, écran tactile, frein de parking électrique, modes de conduite, rétroviseurs électriques rabattables, cockpit digital, lumières d'ambiance, vitres teintées, commandes au volant, optiques full LED avec feux de jour, peinture originale.
Kit de distribution, huile moteur avec filtres et huile de boîte de vitesses changés.
Pour plus d'informations, contactez-moi.",Guercif,,https://www.avito.ma/fr/guercif/voitures_d_occasion/Peugeot_3008_Diesel_Automatique_58442196.htm,2026-08-13 13:51:43
avito,77877433,Dacia Jogger 7 places extrême,,DH,2025,Diesel,Manuelle,EL mos,Casablanca,26000,Dacia,Jogger,5,WW au Maroc,Oui,6 CV,Excellent,Dacia Jogger 7 places extrême,Casablanca,,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Dacia_Jogger_7_places_extrême_58369658.htm,2026-08-13 13:51:34
avito,77969606,Dacia Sandero Stepway 2021,123000,DH,2021,Diesel,Manuelle,lahcen,Agadir,74000,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Très bon,Dacia Sandero Stepway prestige 2021,Agadir,,https://www.avito.ma/fr/agadir/voitures_d_occasion/Dacia_Sandero_Stepway_2021_58455863.htm,2026-08-13 13:51:15
avito,76960512,Porsche Cayenne Coupé Sport design 2026,,DH,2026,Hybride,Automatique,AUTO MAHER Luxury Cars,Casablanca,N/A,Porsche,Cayenne,5,Importée neuve,Oui,17 CV,Neuf,"Je propose à la vente une Porsche Cayenne Coupé Sport design de 2026, neuve et importée.

- Marque : Porsche
- Modèle : Cayenne Coupé Sport design
- Année-Modèle : 2026
- Kilométrage : Neuf
- Carburant : Hybride
- Boîte de vitesses : Automatique
- Puissance fiscale : 17 CV
- Couleur : Noir
- Nombre de portes : 5
- Première main : Oui
- Origine : Importée neuve
- Jantes aluminium
- Airbags
- Climatisation
- Système de navigation GPS
- Sièges cuir
- Toit ouvrant
- Caméra de recul
- Radar de recul
- ESP
- ABS
- Vitres électriques
- Régulateur de vitesse
- Limiteur de vitesse
- Lecteur CD MP3 Bluetooth
- Verrouillage centralisé à distance
- Ordinateur de bord

Contactez-moi pour plus d'informations.",Casablanca,,https://www.avito.ma/fr/californie/voitures_d_occasion/Porsche_Cayenne_Coupé_Sport_design_2026_57512203.htm,2026-08-13 13:48:12
avito,58015975,Range Rover Velar,,DH,2022,Diesel,Automatique,Auto Rachid,Rabat,170000,Land Rover,Range Rover Velar,5,WW au Maroc,Oui,8 CV,Excellent,Auto Rachid Auto Rachid met en vente la Range Rover Velar Modèle 2022 ww Maroc pour plus d'informations veuillez nous contacter,Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Range_Rover_Velar_44478568.htm,2026-08-13 13:49:08
avito,75439148,Renault - Megane RS,,DH,2011,Essence,Manuelle,Auto Rachid,Rabat,130000,Renault,Megane,3,WW au Maroc,Oui,11 CV,Excellent,"AUTO RACHID vous propose une offre exceptionnelle sur la Renault - Megane RS. Ce véhicule est en excellent état et dispose de toutes les options de confort et de sécurité. Pour plus d'information, veuillez nous contacter.",Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Renault___Megane_RS_56187290.htm,2026-08-13 13:49:02
avito,77969597,CITROËN C3 EXCELLENT ÉTAT 2022 92000 KM,158000,DH,2022,Diesel,Manuelle,particulier ,Fès,92000,Citroën,C3,5,WW au Maroc,N/A,6 CV,Neuf,"Je vends une Citroën C3 de 2022 en excellent état.
- Kilométrage : 92 000 km
- Carburant : Diesel
- Boîte de vitesses : Manuelle
- Puissance fiscale : 6 CV
- Nombre de portes : 5
- Origine : WW au Maroc
- Jantes aluminium
- Airbags
- Climatisation
- Système de navigation GPS
- Radar et caméra de recul
- Vitres électriques
- ABS, ESP
- Régulateur et limiteur de vitesse
- Lecteur CD/MP3/Bluetooth
- Ordinateur de bord
- Verrouillage centralisé à distance
Contactez-moi pour plus d'informations.

4 pneus changés neufs 
vidange complet effectué ,",Fès,,https://www.avito.ma/fr/centre/voitures_d_occasion/CITROËN_C3_EXCELLENT_ÉTAT_2022_92000_KM_58455855.htm,2026-08-13 13:51:02
avito,77688694,Toyota Yaris Hybride Automatique 2019 à Rabat,,DH,2019,Hybride,Automatique,Auto Rachid,Rabat,140000,Toyota,Yaris,5,N/A,Oui,6 CV,Excellent,"La Toyota Yaris Hybride est une citadine moderne qui associe un moteur essence à un moteur électrique afin de réduire la consommation de carburant et les émissions de CO₂. Elle est particulièrement adaptée à la conduite en ville grâce à son fonctionnement silencieux à basse vitesse et à sa boîte de vitesses automatique. Réputée pour sa fiabilité, son confort et ses équipements de sécurité, la Toyota Yaris Hybride constitue un excellent choix pour les conducteurs à la recherche d'un véhicule économique, pratique et respectueux de l'environnement.",Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Toyota_Yaris_Hybride_Automatique_2019_à_Rabat_58192709.htm,2026-08-13 13:48:49
avito,77830345,Ford Focus très propre,220000,DH,2021,Diesel,Automatique,Zakaria,Rabat,106000,Ford,Focus,5,WW au Maroc,Oui,6 CV,Excellent,"Je mets en vente ma belle voiture très bien entretenue vidange à la maison... première main très économique, bref, une voiture qui ne pose aucun problème 👍",Rabat,,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Ford_Focus_très_propre_58325691.htm,2026-08-13 13:50:31
avito,77435896,RENAULT Arkana,273000,DH,2024,Hybride,Automatique,KIA OCCASION AGADIR,Agadir,40000,Renault,Arkana,N/A,N/A,N/A,9 CV,N/A,"Arkana I - Ph1 - 1.6 E-Tech HEV Techno BVA 146ch SOUS GARANTIE

Kia Occasion propose un large choix de véhicules multimarques, expertisés et révisés.

Avantages :
✔ Garantie
✔ Crédit gratuit 0%
✔ Test drive disponible
✔ Prise en charge des démarches administratives
✔ Un vaste choix de véhicules d'occasion, minutieusement sélectionnés

📍 Rendez-vous en showroom ou contactez-nous pour en savoir plus.

Points de vente :
📍 KIA OCCASION CASABLANCA - ROCHES NOIRES : 180 Boulevard Moulay Ismail, Casablanca
📍 KIA OCCASION CASABLANCA BERNOUSSI : KM 10, 400 Route de Rabat, Ain Sebaâ, Casablanca
📍 KIA OCCASION MARRAKECH : Route de Casablanca Marrakech, Marrakech",Agadir,,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/RENAULT_Arkana_57955508.htm,2026-08-13 13:48:30
avito,77865339,KIA Seltos Automatique (Diesel) 08/2022 à Tanger,,DH,2022,Diesel,Automatique, AUTO AL-QUDS,Tanger,56000,Kia,Seltos,N/A,N/A,Oui,6 CV,Excellent,KIA Seltos BVA Executive Automatique (Diesel) 1.5L 115ch Modèle 08/2022 Toutes options 56.000km 1er propriétaire (🖐🏽) et peinture d'origine Voiture très bon état à Tanger,Tanger,,https://www.avito.ma/fr/jirrari/voitures_d_occasion/KIA_Seltos_Automatique__Diesel__08_2022_à_Tanger_58358476.htm,2026-08-13 13:50:17
avito,77736226,BMW Série 2 Coupé 220i G42,,DH,2022,Essence,Automatique,Particulier,Rabat,77000,BMW,Série 2,3,Dédouanée,N/A,11 CV,Excellent,"BMW Série 2 Coupé 220i, génération G42, affichant 77 000 km.

Modèle : BMW Série 2 Coupé 220i
* Génération : G42
* Kilométrage : 77 000 km
* Motorisation essence
* Boîte automatique
* Carrosserie coupé 2 portes
* Couleur gris clair
* Jantes sport
* Véhicule propre et prêt à rouler",Rabat,,https://www.avito.ma/fr/les_ambassadeurs/voitures_d_occasion/BMW_Série_2_Coupé_220i_G42_58237644.htm,2026-08-13 13:50:17
avito,77822818,Range Velar,355000,DH,2018,Diesel,Automatique,anouar,Tanger,138000,Land Rover,Range Rover Velar,5,WW au Maroc,Non,8 CV,Excellent,"Je mets en vente ma Range Rover Velar R-Dynamic 2018
240D 2L vignette 1500 dh
138 000 km
Très bon état, bien entretenue
Véhicule propre intérieur/extérieur
Vente pour sérieux uniquement...",Tanger,,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Range_Velar_58318626.htm,2026-08-13 13:50:09
avito,77765747,Land Rover Range Rover Sport Diesel Automatique,255000,DH,2016,Diesel,Automatique,Auto 212,Casablanca,171000,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12 CV,Excellent,"Trouvez votre voiture idéale parmi nos modèles d’occasion

Véhicule en parfait état 08/ 2016 au compteur 171 000 km, avec 8 airbags , clim auto , jante alu 22 P , sortie clé USB, retro électriques, camera de recul , bluetooth , antibrouillard , boite Auto, Double toit.......Avec 3 mois de garantie",Casablanca,,https://www.avito.ma/fr/maarif/voitures_d_occasion/Land_Rover_Range_Rover_Sport_Diesel_Automatique_58265140.htm,2026-08-13 13:48:03
avito,58149599,Land Rover - Discovery Sport,,DH,2015,Diesel,Automatique,Auto Rachid,Rabat,170000,Land Rover,Discovery Sport,5,Importée neuve,Oui,8 CV,Excellent,"Auto Rachid met en vente la Range Rover modèle 2015 importée neuve avec 7 places. Pour plus d'informations, veuillez nous contacter, nous sommes à votre service.",Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Land_Rover___Discovery_Sport_44554052.htm,2026-08-13 13:47:58
avito,77964540,Mercedes GLC300 de FULL OPTION,,DH,2026,Hybride,Automatique,Auto Dusseldorf,Rabat,N/A,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,8 CV,Neuf,Mercedes Benz Classe GLC300de Ligne Amg plus Full Option,Rabat,,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Mercedes_GLC300_de_FULL_OPTION_58450996.htm,2026-08-12 17:32:04
avito,77383656,Polo Diesel 2012 D 2016,118000,DH,2012,Diesel,Manuelle,Auto Yassine,Tétouan,160000,Volkswagen,Polo,5,Dédouanée,Non,6 CV,Excellent,"Volkswagen Polo Diesel de 2012 en excellent état et dédouanée en 11/2016
- Kilométrage : 160 000 km
- Jantes aluminium
- Airbags
- Climatisation
- Système de navigation GPS
- Radar de recul
- Vitres électriques
- ABS ESP
- Régulateur et limiteur de vitesse
- Lecteur CD MP3 Bluetooth
- Ordinateur de bord
- Verrouillage centralisé à distance
- Boîte manuelle
- 5 portes
- Puissance fiscale 6 CV
Contactez moi pour plus d'informations.",Tétouan,,https://www.avito.ma/fr/wilaya/voitures_d_occasion/Polo_Diesel_2012_D_2016_57906853.htm,2026-08-12 17:41:23
avito,77051061,Renault Koleos Diesel Automatique 2020,245000,DH,2020,Diesel,Automatique,M.OCCAZ,Casablanca,47894,Renault,Koleos,5,WW au Maroc,Oui,8 CV,Très bon,Koleos II - Ph1 - 2.0 dCi Intens All Mode 4x4-i X-Tronic CVT 175ch,Casablanca,,https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Renault_Koleos_Diesel_Automatique_2020_57596604.htm,2026-08-12 20:08:46
avito,77857735,Alfa Romeo Giulietta casa,97000,DH,2012,Diesel,Manuelle,Salek Abdelwahed,Casablanca,199000,Alfa Romeo,Giulietta,5,WW au Maroc,Non,7 CV,Très bon,Alfa Romeo Giulietta Toutes options avec jantes Aliminuim limiteur et régulateur de vitesse feux automatiques climatisation 4 vitres electriques airbag abs jamais accidentée stop star mode sport pour plus d'informations appelle moi au téléphone merci,Casablanca,,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Alfa_Romeo_Giulietta_casa_58351311.htm,2026-08-13 13:49:57
avito,75676985,Opel - Corsa 2019,,DH,2019,Essence,Manuelle,Auto Rachid,Rabat,70000,Opel,Corsa,5,WW au Maroc,Oui,7 CV,Excellent,"Auto Rachid met en vente l'Opel - Corsa 2019, pour plus d'information veuillez nous contacter nous sommes à votre service",Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Opel___Corsa_2019_56383286.htm,2026-08-13 13:47:45
avito,76772840,Mercedes E 220,,DH,2020,Diesel,Automatique,Auto Rachid,Rabat,160000,Mercedes-Benz,Classe E,3,WW au Maroc,Oui,8 CV,Excellent,"Rachid met en vente la Mercedes E2020, idéale pour la ville comme pour les longs trajets. Cette voiture se distingue par son design sportif, son confort intérieur et sa technologie avancée. Bien entretenue et en très bon état, elle offre une conduite agréable.
La E 220 est équipée de nombreuses options telles que le système multimédia, le Bluetooth, la climatisation automatique et des aides à la conduite pour plus de sécurité. C’est un véhicule fiable, pratique et confortable, parfait pour une personne ou une petite famille.
Pour toute information supplémentaire ou pour organiser une visite, Rachid reste disponible.",Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_E_220_57340219.htm,2026-08-13 13:47:40
avito,77920373,Nissan Qashqai diesel toutes options,159000,DH,2016,Diesel,Manuelle,abdou auto,Fès,190,Nissan,Qashqai,5,WW au Maroc,Non,6 CV,Très bon,Nissan Qashqai diesel toutes options www,Fès,,https://www.avito.ma/fr/ben_souda/voitures_d_occasion/Nissan_Qashqai_diesel_toutes_options_58409762.htm,2026-08-13 13:49:30
avito,58085567,Opel corsa,,DH,2023,Diesel,Manuelle,Auto Rachid,Rabat,104000,Opel,Corsa,5,Importée neuve,Oui,6 CV,Excellent,Auto Rachid met en vente l'Opel Corsa Modèle 2023 Pour plus d'informations veuillez nous contacter,Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Opel_corsa_44516487.htm,2026-08-13 13:47:29
avito,77969565,Toyota Corolla X SUV,226000,DH,2021,Hybride,Automatique,Voitures particuliers certifiées ,Casablanca,65000,Toyota,Corolla X SUV,5,WW au Maroc,Oui,10 CV,Très bon,"● Toyota Corolla Cross - 1.8 Hybride 122 Dynamic Plus - 65000 km - Année 2021 - Premier main - Maintenance à la maison - Pneus neufs.

● Véhicule en excellent état.

● La voiture a été expertisée suivant 100 points de contrôles.",Casablanca,,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Toyota_Corolla_X_SUV_58455809.htm,2026-08-13 13:46:18
avito,77969581,Opel Corsa Diesel – GS Infotainment Pack – 2025,198000,DH,2025,Diesel,Manuelle,Hicham,Casablanca,30000,Opel,Corsa,5,WW au Maroc,Oui,6 CV,Excellent,"À vendre Opel Corsa 1.5 Diesel 102 ch – finition GS avec Infotainment Pack, modèle 2025, presque neuve.
Une Corsa très bien équipée, avec une configuration particulièrement complète et élégante.

🔹 Caractéristiques
- Année : 2025
- Kilométrage : 30 000 km
- Motorisation : 1.5 Diesel – 102 ch
- Boîte manuelle 6 rapports
- Puissance fiscale : 6 CV
- Finition : GS – Infotainment Pack

⭐ Équipements principaux
- Écran multimédia 10""
- Navigation GPS intégrée
- Apple CarPlay (Sans fil) & Android Auto
- Chargeur de téléphone sans fil
- Commandes vocales
- Frein à main électrique
- Mode Sport
- Vitres sur-teintées
- Éclairage d'ambiance
- Climatisation automatique
- Régulateur / limiteur de vitesse
- Caméra de recul 180°
- Radars de stationnement avant et arrière
- Détecteur d'angle mort
- Aide active au maintien dans la voie
- Reconnaissance des panneaux
- Système anti-collision avec détection des piétons
- Phares Full LED
- Feux arrière LED
- Jantes alliage 16""
- Sellerie mixte
- Sièges avant Sport
- Rétroviseurs rabattables électriquement
- Tableau de bord numérique
- Bluetooth, USB, DAB+

🛡️ Garantie & assistance
- 5 ans de garantie
- 5 ans d'assistance

Voiture 2025, très bien équipée et en excellent état.
30 000 km – configuration GS Infotainment Pack.
📍 Visible sur Casablanca / Bouskoura.

Pour plus d'informations, photos ou pour convenir d'un rendez-vous, merci de me contacter en privé.",Casablanca,,https://www.avito.ma/fr/casablanca/voitures_d_occasion/Opel_Corsa_Diesel___GS_Infotainment_Pack___2025_58455844.htm,2026-08-13 13:49:02
avito,77868133,Mercedes-Benz GLE 350de pack AMG Line plus 2022,,DH,2022,Hybride,Automatique,Auto Store,Rabat,100000,Mercedes-Benz,Classe GLE,5,Importée neuve,Oui,8 CV,Excellent,Mercedes-Benz classe GLE 350de pack AMG Line plus importé neuf en 2022 première main pour plus d’informations n’hésitez pas à me contacter,Rabat,,https://www.avito.ma/fr/hassan/voitures_d_occasion/Mercedes_Benz_GLE_350de_pack_AMG_Line_plus_2022_58361005.htm,2026-08-13 13:48:51
avito,77023312,BMW Série 7 Diesel Automatique 2016 à Casablanca,,DH,2016,Diesel,Automatique,Auto 212,Casablanca,249700,BMW,Série 7,5,Importée neuve,Non,12 CV,Très bon,"Trouvez votre voiture idéale parmi nos modèles d’occasion

Véhicule en parfait état 01/ 2016 imoprtée neuve au compteur 249 700 km, avec 8 airbags , clim auto , jante alu 19 P , sortie clé USB, retro électriques, camera de recul , bluetooth , antibrouillard , boite Auto, Double toit.......Avec 3 mois de garantie",Casablanca,,https://www.avito.ma/fr/maarif/voitures_d_occasion/BMW_Série_7_Diesel_Automatique_2016_à_Casablanca_57570488.htm,2026-08-13 13:46:33
avito,77757371,Renault Koleos à vendre,188000,DH,2017,Diesel,Automatique,Hicham byad,Bouznika,195000,Renault,Koleos,5,WW au Maroc,Non,8 CV,Très bon,"Je mets en vente une voiture Renault Koleos modèle 2017 en très bon état.

- Marque : Renault
- Modèle : Koleos
- Année modèle : 2017
- Puissance fiscale : 8 CV
- Type de carburant : Diesel
- Boîte de vitesses : Automatique
- Droits de douane : Achetée au Maroc
- Nombre de portes : 5

Contactez-moi par téléphone pour plus d'informations.",Bouznika,,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Renault_Koleos_à_vendre_58257341.htm,2026-08-13 13:48:28
avito,77765924,BMW Série 1 Diesel Automatique 2022 à Casablanca,,DH,2022,Diesel,Automatique,AUTO SAFWAN,Casablanca,40,BMW,Série 1,5,WW au Maroc,Oui,6 CV,Excellent,BMW Série 1 Diesel Automatique 2022 à Casablanca,Casablanca,,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/BMW_Série_1_Diesel_Automatique_2022_à_Casablanca_58265280.htm,2026-08-13 13:46:27
avito,77924875,AUDI Q3 QUATTRO AUTOMATIQUE,,DH,2017,Diesel,Automatique,HICHAM RAYAN ,Fès,139000,Audi,Q3,5,WW au Maroc,Oui,8 CV,Excellent,"Je vends une Audi Q3 Quattro Automatique en excellent état.
- Marque : Audi
- Modèle : Q3
- Année-Modèle : 2017
- Carburant : Diesel
- Boîte de vitesses : Automatique
- Puissance fiscale : 8 CV
- Origine : WW au Maroc
- Première main : Oui
- Nombre de portes : 5
- Climatisation
- Sièges en cuir
- Jantes aluminium
- Radar et caméra de recul
- Vitres électriques
- ABS, ESP
- Régulateur et limiteur de vitesse
- CD MP3 Bluetooth
- Ordinateur de bord
- Verrouillage centralisé à distance
- Airbags
Contactez-moi pour plus d'informations.",Fès,,https://www.avito.ma/fr/centre/voitures_d_occasion/AUDI_Q3_QUATTRO_AUTOMATIQUE_58414005.htm,2026-08-13 13:48:24
avito,70137551,Hyundai Tucson ultimate digital,260000,DH,2022,Diesel,Automatique,Particulier ,Casablanca,139000,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,"Hyundai Tucson Ultimate Digital à vendre en excellent état.
- Kilométrage : 139 000 km
- Année modèle : 2022
- Origine : WW au Maroc
- Première main
- Motorisation : Diesel
- Boîte de vitesses : Automatique
- Puissance fiscale : 6 CV
- Sièges en cuir
- Toit ouvrant
- Système de navigation GPS
- Caméra de recul
- Radar de recul
- Climatisation
- Jantes aluminium
- Ordinateur de bord
- ABS, ESP, Airbags
- Régulateur et limiteur de vitesse
- Vitres électriques
- Verrouillage centralisé à distance
- CD MP3 Bluetooth
- Nombre de portes : 5
Vente urgente.
Contactez-moi pour plus d'informations.",Casablanca,,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Hyundai_Tucson_ultimate_digital_52415443.htm,2026-08-13 13:48:11
avito,77969554,Mercedes Classe E coupé Essence 2009,105000,DH,2009,Essence,Automatique,Younes,Casablanca,208000,Mercedes-Benz,Classe E,3,N/A,Non,20 CV,Correct,Je mets en vente une Mercedes Classe E 2009 Essence modèle 2009 Dariba 8000 MAD,Casablanca,,https://www.avito.ma/fr/casablanca/voitures_d_occasion/Mercedes_Classe_E_coupé_Essence_2009_58455819.htm,2026-08-13 13:48:05
avito,76706945,Range Rover Sport SE P360,,DH,2025,Hybride,Automatique,Zack’s auto,Tanger,3000,Land Rover,Range Rover Sport,5,Dédouanée,Oui,12 CV,Excellent,Range Rover Sport SE P360 hybride modèle 31/12/2024 dédouanée 2026 3000 km full options Tanger,Tanger,,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Range_Rover_Sport_SE_P360_57281033.htm,2026-08-13 13:48:03
avito,73427299,Mercedes-Benz GLC 300 de AMG Coupé Hybride,660000,DH,2022,Diesel,Automatique,achraf auto,Nador,85000,Mercedes-Benz,Classe GLC,5,Dédouanée,N/A,9 CV,N/A,Mercedes-Benz GLC 300 de AMG Coupé Hybride modèle 2021:12 dédouane 2026 taxe 0 Dh Km 85000 possible de Reprise,Nador,,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Mercedes_Benz_GLC_300_de_AMG_Coupé_Hybride_54643215.htm,2026-08-13 13:47:36
avito,58019978,Seat - Ibiza FR 2021,,DH,2021,Diesel,Manuelle,Auto Rachid,Rabat,120000,Seat,Ibiza,5,WW au Maroc,Oui,6 CV,Excellent,Auto Rachid met en vente la Seat - Ibiza FR 2021 toutes options pour plus d'information veuillez nous contacter,Rabat,,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Seat___Ibiza_FR_2021_44481651.htm,2026-08-13 13:45:31
avito,77195472,Skoda Octavia,229000,DH,2022,Diesel,Manuelle,Voitures particuliers certifiées ,Casablanca,44000,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Très bon,"● Skoda Octavia - 2.0 TDI 143 Elegance - 44000 km - Année 2022 - - Maintenance à domicile.

● Véhicule en excellent état.

● La voiture a été expertisée suivant 100 points de contrôles.

● Le rapport d’expertise détaillé est disponible, garantissant la qualité et la fiabilité du véhicule.

Veuillez nous contacter pour plus d'informations ou pour voir le véhicule.",Casablanca,,https://www.avito.ma/fr/salmia/voitures_d_occasion/Skoda_Octavia_57733165.htm,2026-08-13 13:44:31
avito,77969551,Renault Megane Diesel Manuelle 2004 à Casablanca,,DH,2004,Diesel,Manuelle,Hasnaa Nouri,Casablanca,200000,Renault,Megane,5,WW au Maroc,Non,6 CV,Bon,Voiture en bon état ..,Casablanca,,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Renault_Megane_Diesel_Manuelle_2004_à_Casablanca_58455813.htm,2026-08-13 13:46:26
avito,76465735,DS 4 Diesel Automatique 2023 à Casablanca,314500,DH,2023,Diesel,Automatique,Smeia - BMW MINI Occasion,Casablanca,15000,DS,4,5,WW au Maroc,Oui,6 CV,Excellent,"- WW Maroc
- 1ere main
- Possibilité de financement avec un organisme de crédit
- 15 800 km
- 31/08/2023",Casablanca,,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/DS_4_Diesel_Automatique_2023_à_Casablanca_57070858.htm,2026-08-13 13:43:16
