id,brand,condition,creator,door_count,equipment,first_owner,fiscal_power,fuel_type,image_folder,mileage,model,origin,price,publication_date,sector,seller_city,source,title,transmission,year
acf517d9-f7f1-4885-b9ca-925d86620d03,bmw,,STELLANTIS &YOU CASABLANCA,5,Garantie : 12 mois / 50.000 km date de mise en circulation : mars 2022 kilometrage : 44.000 km toutes options le véhicule a été vérifié dans nos ateliers et soumis à 100 points de contrôle possibilité de reprise de votre véhicule et financement à crédit.,Oui,6,diesel,b8t22hcwvbhx_20,44000,Serie,,359000,26/05/2025 00:00,Casablanca,Casablanca,moteur,BMW  Serie 1,Automatique,
cb129d36-8116-4b72-93d9-8a83ceb1ec38,skoda,Excellent,azeddine,5,,Oui,8,diesel,z5iw2kv4ibdv_5,134999,Kodiaq,WW au Maroc,295000,12/05/2025 11:37,Rabat,Autre secteur,avito,Skoda Kodiaq Diesel Automatique 2019 à Rabat,Automatique,2019
0cd7589d-2ad4-4108-9162-4eee40e05a9c,peugeot,Excellent,Yassin,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,51nr0njgi6dl_32,77499,3008,WW au Maroc,250000,12/05/2025 13:05,Marrakech,Allal El Fassi,avito,Peugeot 3008 diesel GT,Automatique,2022
ad686c43-2508-4ce1-ac89-99aa9fdb9b9b,ds,,AUTO 212,5,"Vehicule en parfait état 11/ 2018 au compteur 128 273km, avec 6 airbags, gps, car play, jante alu 19, retro électriques et rabattables, cockpit digital, toit panoramique, xénon, radar de stationnement av **** avec 3 mois de garantie possible de crédit avec la banque",Oui,8,diesel,vs30viu7kag3_24,129000,Ds7,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,DS  Ds7,Automatique,
805a8985-179a-44a4-81a3-a2d40e17d93e,mercedes-benz,,LUXURY MOTORS AUTOMOTIVE,5,Mercedes-amg g63 grande Édition 2025 un des 1000 dans le monde ✅ moteur : v8 bi-turbo 585 cv 4 matic extérieur :manufaktur magno black intérieur : noir / surpiqûres dorées condition: nouveau - jantes dorées amg 22 pouces - finition amg doré - Étriers noirs amg - toit ouvrant électrique - calandre amg en or foncé - amg track pace - verre de confidentialité - led multifaisceaux - distronique plus - barre de remorquage - climat à 4 zones -volant alcantara amg - inserts décoratifs en fibre de carbone doré - finition intérieur doré - confort énergisant - sièges mémoire - sièges chauffants et ventilés - caméras à 360 degrés - assistance aux angles morts - son 3d de burmester - lumière ambiante active,Oui,23,essence,p1l18h0oshyh_20,4000,Classe,,,12/05/2025 00:00,Tanger,Tanger,moteur,MERCEDES-BENZ  Classe g,Automatique,
871dae63-388e-411f-864a-62e272ff17e6,ford,Bon,Memmasi,5,,Oui,8,diesel,p8juo50aq4ij_18,104999,Kuga,WW au Maroc,107000,12/05/2025 11:37,Sale,Zone Industrielle Saniat Sbihi,avito,Ford kuga diesel,Manuelle,2014
3ec4898c-6969-4aa2-89f8-b0eee2018c93,peugeot,Excellent,Auto 212ShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Oui,6,diesel,1prggaoamxk4_8,22499,2008,WW au Maroc,,12/05/2025 13:01,Casablanca,Maarif,avito,Peugeot 2008 Diesel Manuelle 2022 à Casablanca,Manuelle,2022
2f335cc5-b9b5-436b-a2b9-5a00a1dc7d15,volkswagen,Excellent,Ahmed rifi autoShopBadge Icon,5,"Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,6zau3uky4w61_9,27499,Golf 8,WW au Maroc,330000,12/05/2025 13:01,Tanger,Centre ville,avito,Golf 8 (1ér✋) automatique.panoramique 2023 klm30k,Automatique,2023
edc98ab9-8037-4e97-a803-852bb6b8d6a7,volkswagen,,EL ASRI AUTO,5,Volkswagen caddy edition 35 modèle 2018 très bon état penture original la voiture est toujours disponible à garage el asri auto sefrou télé,Non,8,diesel,zl1iqtc9z8i3_1,249000,Caddy,,,12/05/2025 00:00,Fes,Fes,moteur,VOLKSWAGEN  Caddy,Manuelle,
e72dd445-de53-487c-a918-ebc37aa293a3,bmw,,BMW PREMIUM SELECTION,5,Voiture jamais immatriculée.,Oui,11,hybride,45y607s5adyo_5,4000,Serie,,595000,26/05/2025 00:00,Casablanca,Casablanca,moteur,BMW  Serie 5,Automatique,
2e8842a1-7e30-4a4b-934c-8f54c0d0b601,mercedes-benz,Excellent,Espace auto maamouraShopBadge Icon,,,Oui,8,diesel,k83j2y1ws8eb_27,32499,Classe GLC,Importée neuve,,12/05/2025 12:16,Rabat,Autre secteur,avito,Mercedes-Benz Classe GLC Diesel Automatique 2023,Automatique,
aad71366-d56d-41a3-a3dc-1906a48751bd,mercedes-benz,,AUTO GHALI,5,"Auto lghali met en vente une mercedes benz classe gle 350de 0km importer neuve full options . distronique , sièges sports mémoires , toit ouvrant panoramique , camera 360 , hed up display , attache remorque , keyless go , mal électrique .... pour plus de renseignements merci de nous contacter par téléphone , ou visitez notre showroom : bd taza mlly abdallah .rue 82 . n°63/65 , casablanca",Oui,12,diesel,0xeuflc32w69_20,4000,Classe,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,MERCEDES-BENZ  Classe gle,Automatique,
027bf9e0-ce05-4981-b628-3add79656e96,renault,,AUTO AYMANE,5,Renault clio 5 diesel toute options boîte manuel climatisation automatique volant multifonction limiteur régulateur jantes aluminium 16 pouces antibrouillard rétroviseurs elc caméra de recul écran de bord gps antibrouillard projecteurs gèzeno salon sport 4vittres elc bleutouth antibrouillard 1ère main entretien maison,Oui,6,diesel,edcvmcmupvn5_1,129000,Clio,,,26/05/2025 00:00,Casablanca,Casablanca,moteur,RENAULT  Clio,Manuelle,
17414ad1-c07e-4f30-986e-9cc4b96dcc42,peugeot,Très bon,Siham Aqrod,5,"CD/MP3/Bluetooth, Caméra de recul, Climatisation, Ordinateur de bord, Radar de recul, Verrouillage centralisé à distance, Vitres électriques",Non,6,diesel,io6wlejounk6_31,144999,301,WW au Maroc,,12/05/2025 10:41,Temara,Autre secteur,avito,Peugeot 301,Manuelle,2014
5f2228e5-1309-421e-a280-930d07d072ea,bmw,,AUTO MICHA,,Page sur instagram auto micha,Oui,8,diesel,ugi30n38ltj9_28,170,Serie,,,12/05/2025 00:00,Rabat,Rabat,moteur,BMW  Serie 4 Pack sport,Automatique,
b8251df7-2c17-4fb9-809b-202d64e726a0,mercedes-benz,,HIVERNAGE AUTO,5,Une très belle affaire pour les opportunistes véhicule très peu rouler 3000 km avril 2023,Non,23,essence,d6z2gu1cj2xr_5,4000,Classe,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,MERCEDES-BENZ  Classe s,Automatique,
2c00f403-defd-4ae0-8890-6b0f21df07b7,jaguar,,AUTO SALA EL JADIDA,5,Auto sala el jadida mets en vente une nouvelle jaguar xf luxury black Édition 2.0l i4d 180 at black Édition peinture originale la toutes options carplay sièges cuirs électriques toit ouvrant caméra de recul km certifié suivi chez smeia avec factures 1er main on acceptent la reprise également,Oui,8,diesel,0dgmgfgfory1_17,94000,Xf,,,12/05/2025 00:00,Rabat,Rabat,moteur,JAGUAR  Xf,Automatique,
81821550-31d7-4906-93f9-4b4bab99e554,jeep,,NADO.MA,5,Jeep wrangler 2.2 multijet 200 sahara 4p 2021 100 000 km en excellent état voir la voiture en vidéo et phots sur notre site nado ma le véhicule a été évalué et expertisé totalement et ne fait objet d’aucun accident ou opposition veuillez nous contacter pour plus d’informations choisissez votre voiture maintenant ici sur la plateforme nado ma,Oui,9,diesel,ssci10y4w0k0_9,99000,Wrangler,,500000,12/05/2025 00:00,Casablanca,Casablanca,moteur,JEEP  Wrangler 2,Automatique,
1632ea14-3723-4ffc-a160-a55d52d87aaa,mercedes-benz,Excellent,Salek AbdelwahedShopBadge Icon,,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",,8,diesel,l3rid2g4462v_4,134999,Classe CLA,WW au Maroc,,12/05/2025 13:05,Casablanca,Ain Sebaa,avito,Mercedes-Benz CLA 220 Auto casa,Automatique,2015
d511eefb-e717-4588-b26d-d0a7c8fcc080,volkswagen,,LUXURY AUTO,,Luxury auto met en vente vw golf 8 gtd avec beaucoup d’options intéressantes,Non,,diesel,fsd5giwqaufy_23,,Golf,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,VOLKSWAGEN  Golf 8 Gtd,Automatique,
5651bf75-8051-4edf-ac39-672855ba8b20,audi,Excellent,SVR AUTOShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,vabegwbh50ot_31,32499,Q3,Importée neuve,,12/05/2025 19:11,Tétouan,Saniat Rmal,avito,AUDI Q3 200 hp Quattro sline,Automatique,2024
aebaa8b1-7003-4061-8ee4-4a4b70c1fbc5,audi,,ALLALI ABDELMOTALIB,5,,Non,8,diesel,f1b2qwjgc7za_7,193000,Q3,,415000,12/05/2025 00:00,Casablanca,Casablanca,moteur,AUDI  Q3 2019,Automatique,
c9b6b617-3334-487e-864f-129eed914ca8,kia,Excellent,mohamed,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Oui,6,diesel,vq30ma2tso00_15,32499,Sportage,WW au Maroc,245000,12/05/2025 13:23,Casablanca,Anfa,avito,Kia Sportage Diesel Manuelle 2020 à Casablanca,Manuelle,2020
abf963b2-0c63-48cb-ada8-846d6c0c97a4,renault,,AUTO AYMANE,5,Renault clio 5 diesel toute options boîte manuel climatisation automatique volant multifonction limiteur régulateur jantes aluminium 16 pouces antibrouillard rétroviseurs elc caméra de recul écran de bord gps antibrouillard projecteurs gèzeno salon sport 4vittres elc bleutouth antibrouillard 1ère main entretien maison,Oui,6,diesel,joujajbu0h1d_1,129000,Clio,,,26/05/2025 00:00,Casablanca,Casablanca,moteur,RENAULT  Clio,Manuelle,
7fa6de76-d72c-4b2b-a0b6-082740b340e7,fiat,,BOUCETTA RAFIAA,3,"Fiat 500 club 1ere main imatriciulation **** la version club a l ensemble des options de la dolcevita,sans le toi ouvrant.la boite est automatique,la position manuel,vous permets de passer les vitesses sur les palettes sutuées sur volant.la voiture ce trouve dans un etat irréprochable .",Oui,7,essence,a7tkul1k81xo_24,8600,500,,150000,12/05/2025 00:00,Agadir,Agadir,moteur,FIAT  500 Club,Automatique,
8591128e-a8ad-4365-8d98-3006b14f39aa,honda,Très bon,Abdo carsShopBadge Icon,5,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Ordinateur de bord, Radar de recul, Système de navigation/GPS, Verrouillage centralisé à distance",Oui,6,essence,zauez0jzsl1h_13,134999,Jazz,WW au Maroc,130000,12/05/2025 19:11,Casablanca,Oulfa,avito,honda jazz model 2017,Automatique,2017
0648b3c6-7e47-405c-ae5b-2eb0c666da1d,mercedes-benz,,YASINE,,Mercedes a220 bien entretenu excellent etat model 2020 ded 2024 a rabat ط1 veuillez me contactez pour plus d’informations,Non,8,diesel,kunk1eob7do5_18,169000,Classe,,,26/05/2025 00:00,Casablanca,Casablanca,moteur,MERCEDES-BENZ  Classe a,Automatique,
06c110b1-9e53-4785-9db7-171c9ce7f033,fiat,,VOITURES PARTICULIERS CERTIFIéES,3,"Fiat **** l 69 lounge modèle 2019 avec un faible kilométrage 64000km en vente. la voiture a été expertisée suivant 100 points de contrôles. le rapport d’expertise détaillé est disponible sur demande, garantissant la qualité et la fiabilité du véhicule.   veuillez nous contacter pour plus d'informations ou pour voir le véhicule. financement est possible à partir de 3000mad/mois.",Non,7,essence,8qr5js40i18p_26,69000,500,,113000,12/05/2025 00:00,Casablanca,Casablanca,moteur,FIAT  500,Automatique,
b4668121-d4bc-4e71-9048-11bafc750cd2,land rover,Excellent,Billionaire CarsShopBadge Icon,5,,Oui,8,diesel,ggsev8tval3q_14,92499,Range Rover Evoque,WW au Maroc,,12/05/2025 12:16,Casablanca,Aïn Chock,avito,Land Rover Range Rover Evoque Diesel Automatique,Automatique,2020
da987057-0d2f-4663-bfc3-7c78c2a8b686,mercedes-benz,,SELECTIVE MOTORS CARS,3,Très belle cle 220 full options. 5 caméras. toit panoramique. sièges ventilés. sièges chauffants. distronic. vehicule full options.,Oui,8,diesel,4v8bmqab8oom_26,4000,Classe,,1030000,12/05/2025 00:00,Casablanca,Casablanca,moteur,MERCEDES-BENZ  Classe c,Automatique,
1e2e9e32-bfa5-41fb-beb5-7d8133fa421f,land rover,Excellent,YassineShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,ufc66ynvpjx0_12,97499,Range Rover Evoque,WW au Maroc,340000,12/05/2025 13:38,Casablanca,Californie,avito,Range rover evoque bb velar,Automatique,2020
8d348d2f-976b-41d1-9a7c-e5376b926e2d,dacia,,STELLANTIS &YOU CASABLANCA,5,Dacia duster ambiance plus diesel automatique garantie : 12 mois / 50.000 km date de mise en circulation : novembre 2020 kilometrage : 60.000 le véhicule a été vérifié dans nos ateliers et soumis à 100 points de control. possibilité de reprise de votre véhicule et financement à crédit.,Oui,6,diesel,ujor2zcrej8g_20,59000,Duster,,179900,12/05/2025 00:00,Casablanca,Casablanca,moteur,DACIA  Duster,Automatique,
90bf3467-536c-44e2-bcfd-64020474ca51,kia,Neuf,IDOSCAR OCCAZShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Oui,6,essence,n953nliq4v7e_11,2499,Picanto,WW au Maroc,139000,12/05/2025 13:05,Sale,Sala El Jadida,avito,Kia picanto 2025 essence manuelle,Manuelle,2025
43ad7c74-3624-42e0-b47b-b698d03cccd6,ford,,RIM,,Ford fiesta model 2017 a vendre,Oui,6,diesel,nrhayjqa1jry_3,,Fiesta,,97000,12/05/2025 00:00,Tanger,Tanger,moteur,FORD  Fiesta,Manuelle,
268e60ac-63ec-4ee9-8361-fd06731a9d31,dacia,Excellent,Simohamed,,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Oui,6,diesel,uo7ow749g9h4_9,92499,Dokker,WW au Maroc,,12/05/2025 11:37,Casablanca,Aïn Chock,avito,Dacia Dokker loureat clim,Manuelle,2021
6717a9c1-0379-477c-9560-bad4906ada57,porsche,Bon,LAACHIRI AUTOShopBadge Icon,5,,,24,essence,ydk6cwy9lpi6_29,124999,Panamera,Importée neuve,250000,12/05/2025 19:11,Tanger,Californie,avito,PORSCHE PANAMERA TURBO PDK 4.8 V8 500CH,Automatique,
7f2a45b3-c79a-460c-a8b0-8f706c763da2,mercedes-benz,Excellent,MED,,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",,8,diesel,sr4got4r1vt4_27,114999,Classe A,Dédouanée,,12/05/2025 12:27,Tanger,Centre ville,avito,Mercedes CLA 200 amg,Automatique,2019
a70936cc-7d0c-42ec-84a7-e9f40dd88255,mercedes-benz,,KIFAL AUTOShopBadge Icon,,,,8,diesel,s3zyu6n6a31z_35,7499,Classe A,,440000,12/05/2025 11:37,Casablanca,Autre secteur,avito,KIFAL - MERCEDES-BENZ Classe A Berline,Automatique,2024
7ceb5542-07b9-4979-94ff-3016bbe90e99,renault,Neuf,auto confort 44ShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,6,diesel,ioluu8g4gfta_25,134999,Clio,WW au Maroc,,12/05/2025 10:41,Tétouan,Touabel,avito,Renault Clio Diesel Automatique 2017 à Tétouan,Automatique,2017
a6091530-5263-4b87-91b4-34486625aeda,land rover,Très bon,Auto arfoudShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,ckpx4vp1u3s4_10,67499,Range Rover Evoque,WW au Maroc,,12/05/2025 11:30,Rabat,Autre secteur,avito,Range Rover Evoque R dynamic à Sale el jadida,Automatique,2020
c3113dc7-4658-4519-9843-0264750286e0,citroen,,ABDESSAMAD,5,Bla smsara,Oui,6,diesel,8giohtxd09hs_29,160000,C-elysee,,120000,26/05/2025 00:00,Kenitra,Kenitra,moteur,CITROEN  C-elysee 2020,Automatique,
bd502790-7279-450b-9675-6681a4d8676a,peugeot,,VOITURES PARTICULIERS CERTIFIéES,5,"•avito / moteur.ma vous proposer : •peugeot **** km - modele 2023 en vente. •véhicule en excellent état •la voiture a été expertisée suivant plus de 50 points de contrôles. •le rapport d’expertise détaillé est disponible sur demande, garantissant la qualité et la fiabilité du véhicule. •le financement est disponible auprès de wafasalaf veuillez nous contacter pour plus d'informations ou pour voir le véhicule.",Oui,6,diesel,fh6mzk8um16b_18,64000,208,,168000,12/05/2025 00:00,Casablanca,Casablanca,moteur,PEUGEOT  208,Manuelle,
dbdd379c-b578-49df-b85d-aa329025e621,volkswagen,,AUTO EMERAUDE,5,Véhicule en excellent état pour plus d’info contactez nous,Oui,12,diesel,rd3xkbtf5wzm_19,14000,Touareg,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,VOLKSWAGEN  Touareg,Automatique,
decf99f5-3f8a-4705-8c26-38b79e0fda9b,volkswagen,,AUTO ELYOUSSEFI,5,Je me en vente une belle voiture volkswagen golf gtd tt options,Oui,8,diesel,l88h5je02qde_8,129000,Golf,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,VOLKSWAGEN  Golf 7,Automatique,
807b8d8d-3af0-4ce3-9d92-6d3f345b4060,nissan,,STELLANTIS &YOU CASABLANCA,5,Garantie 12 mois ou 50.000 km date de mise en circulation : octobre 2019 kilometrage : 40.000km le véhicule a été vérifié dans nos ateliers et soumis à 100 points de contrôle possibilité de reprise de votre véhicule et financement à crédit.,Oui,6,diesel,71loxmmezwv2_27,39000,Qashqai,,228000,26/05/2025 00:00,Casablanca,Casablanca,moteur,NISSAN  Qashqai,Automatique,
fbf4f563-55eb-40ae-9a33-7470b23df970,bmw,,BMW PREMIUM SELECTION,5,Voiture jamais immatriculée.,Oui,11,hybride,tv93nemnt1ni_5,4000,Serie,,595000,26/05/2025 00:00,Casablanca,Casablanca,moteur,BMW  Serie 5,Automatique,
759ecc12-1bc5-4da8-bcbf-2ba212585e93,volkswagen,Excellent,MoaadeShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Oui,11,diesel,xwygjsbhw58t_3,274999,Touareg,WW au Maroc,94000,12/05/2025 13:05,Casablanca,Aïn Chock,avito,Volkswagen Touareg Diesel Automatique 2009,Automatique,2009
196e53c3-f1d5-4892-a93b-339d8a427f9d,opel,Excellent,MH AUTOKAZShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Oui,6,diesel,kgynb4tswohd_20,104999,Astra,WW au Maroc,,12/05/2025 13:05,Marrakech,Massira 1,avito,OPEL ASTRA Diesel Manuelle 2019 à Marrakech,Manuelle,2019
a209684f-7b06-4721-b67c-2c3290121638,audi,Très bon,anass,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",,8,diesel,fc4q20jturit_15,274999,Q5,WW au Maroc,240000,12/05/2025 10:41,Casablanca,2 Mars,avito,Audi Q5 Sline,Automatique,2016
1882d464-5026-4738-9812-cc86bf9386b0,volkswagen,Excellent,LAVAGE AUTO SAADShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,hrhywj1y24lh_26,114999,Golf 7,WW au Maroc,217000,12/05/2025 13:33,Casablanca,2 Mars,avito,Glof 7 diesel automatique,Automatique,2021
b456a32b-5e45-42a9-9832-0b5b08d73f53,volkswagen,Très bon,auto rifShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,zg35akunylir_14,22499,Golf 8,Importée neuve,368000,12/05/2025 13:01,Tanger,Drissia,avito,Volkswagen Golf8 RLine 2021,Automatique,2021
28d69020-5439-4181-931b-6cb46e268200,land-rover,,AUTO ELYOUSSEFI,5,Je me en vente une belle voiture land rover range rover evoque tt options fin 2016,Oui,8,diesel,bayl53chtzda_21,199000,Range,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,LAND-ROVER  Range rover evoque,Automatique,
a8e088d2-4dd8-446d-b345-9f75ba20b10c,volkswagen,Excellent,Yasser,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Non,8,diesel,c4bypq58ddg8_16,104999,T-Roc,WW au Maroc,314000,12/05/2025 10:41,Meknes,Autre secteur,avito,troc extreme 2021,Automatique,2021
17860db5-de59-4107-97a0-ec9707c6097e,mercedes-benz,Très bon,Fajrine AutoShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,bb5zewhm8rh8_6,124999,Classe CLA,WW au Maroc,,12/05/2025 11:37,Casablanca,Maarif,avito,Mercedes-Benz Classe CLA Diesel Automatique 2018,Automatique,2018
6ce5826e-f8b4-4f7c-8f9b-4fa2db9d9dda,audi,,RT AUTO,5,Audi rs4 2022 km 33000 full pour plus d’informations contactez nous,Oui,17,essence,8tft1hppyg0s_12,34000,A4,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,AUDI  A4,Automatique,
2814211d-3bd9-44d1-996a-e2134aacec85,volkswagen,Excellent,AUTO - العلالي ShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,s01oc04tc63n_28,114999,Tiguan,Dédouanée,475000,12/05/2025 11:30,Meknes,Bele Vue,avito,tiguan R line Gris nardo M2021 D2024,Automatique,2021
2ed137d8-bc69-4ef9-88ec-9be4a1e56ac7,bentley,Excellent,Luxury AutoShopBadge Icon,5,,Oui,17,hybride,x1b4ydrsrtm7_9,17499,Bentayga,,,12/05/2025 12:27,Casablanca,Anfa,avito,Bentley Bentayga Hybride 2024,Automatique,2024
61a430c5-6988-410e-a5e0-508c4cea3e94,mercedes-benz,,LUXURY AUTO,5,"luxury auto met en vente mercedes-benz s 400d 4matic limousine, 2021, 33000 km avec beaucoup d’options intéressantes",Non,12,diesel,d5zpktrl1gpd_19,33000,Classe,,,12/05/2025 00:00,Casablanca,Casablanca,moteur,MERCEDES-BENZ  Classe s 400 d 4matic…,Automatique,
cd0257eb-e82e-4f15-b00a-471bad8a4220,volkswagen,Très bon,el maghraoui ShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,jetx2t87i293_27,174999,T-Roc,WW au Maroc,285000,12/05/2025 13:05,Sale,Lakhmis,avito,Volkswagen T-Roc Diesel Automatique 2021 à Salé,Automatique,2021
c6efbfa3-d6f5-42ef-9e45-8f65750bc344,volkswagen,Excellent,SAID,,,,8,diesel,3itnop5cq5bq_17,274999,Tiguan,Dédouanée,,12/05/2025 13:23,Berrechid,Toute la ville,avito,Volkswagen Tiguan Diesel Manuelle 2009 à Berrechid,Manuelle,2009
530b5497-bd43-4c80-80ca-91ba10378871,porsche,,VOITURES PARTICULIERS CERTIFIéES,5,"•avito / moteur.ma vous proposer : •porshe - meccan - diesel 8750km - année 2019 en vente. •véhicule en excellent état •la voiture a été expertisée suivant plus de 50 points de contrôles. •le rapport d’expertise détaillé est disponible sur demande, garantissant la qualité et la fiabilité du véhicule. •le financement est disponible auprès de wafasalaf veuillez nous contacter pour plus d'informations ou pour voir le véhicule.",Oui,14,hybride,smvpnx66k34d_10,9000,Cayenne,,1700000,12/05/2025 00:00,Casablanca,Casablanca,moteur,PORSCHE  Cayenne,Automatique,
508303dc-e3f5-4bc6-b894-29d42e56d963,bmw,Excellent,TGV AUTOShopBadge Icon,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",Oui,8,diesel,i87poe8g49ar_27,82499,X3,WW au Maroc,,12/05/2025 11:30,Casablanca,Belvédère,avito,Bmw X3 DIESEL,Automatique,2020
